ID_No,Guide_No,Name_of_Material
3308,125,"Liquefied gas, poisonous,"
3308,125,"Liquefied gas, toxic, corrosive,"
3308,125,"Liquefied gas, toxic, corrosive,"
3308,125,"Liquefied gas, toxic, corrosive,"
3308,125,"Liquefied gas, toxic, corrosive,"
3308,125,"Liquefied gas, toxic, corrosive,"
3309,119,"Liquefied gas, poisonous,"
3309,119,"Liquefied gas, poisonous,"
3309,119,"Liquefied gas, poisonous,"
3309,119,"Liquefied gas, poisonous,"
3309,119,"Liquefied gas, toxic, flammable,"
3309,119,"Liquefied gas, toxic, flammable,"
3309,119,"Liquefied gas, toxic, flammable,"
3309,119,"Liquefied gas, toxic, flammable,"
3309,119,"Liquefied gas, toxic, flammable,"
3310,124,"Liquefied gas, poisonous,"
3310,124,"Liquefied gas, poisonous,"
3310,124,"Liquefied gas, poisonous,"
3310,124,"Liquefied gas, poisonous,"
3310,124,"Liquefied gas, poisonous,"
3310,124,"Liquefied gas, toxic, oxidizing,"
3310,124,"Liquefied gas, toxic, oxidizing,"
3310,124,"Liquefied gas, toxic, oxidizing,"
3310,124,"Liquefied gas, toxic, oxidizing,"
3310,124,"Liquefied gas, toxic, oxidizing,"
3311,122,"Gas, refrigerated liquid,"
3312,115,"Gas, refrigerated liquid,"
3313,135,"Organic pigments, self-heating"
3314,171,Plastic molding compound
3314,171,Plastics moulding compound
3315,151,"Chemical sample, poisonous"
3315,151,"Chemical sample, toxic"
3316,171,Chemical kit
3316,171,First aid kit
3317,113,"2-Amino-4,6-dinitrophenol,"
3318,125,"Ammonia solution, with more"
3319,113,"Nitroglycerin mixture,"
3320,157,Sodium borohydride and sodium
3321,162,"Radioactive material, low"
3322,162,"Radioactive material, low"
3323,163,"Radioactive material, Type C"
3324,165,"Radioactive material, low"
3326,165,"Radioactive material, surface"
3327,165,"Radioactive material, Type A"
3328,165,"Radioactive material, Type B(U)"
3329,165,"Radioactive material, Type B(M)"
3330,165,"Radioactive material, Type C"
3331,165,"Radioactive material,"
3332,164,"Radioactive material, Type A"
3333,165,"Radioactive material, Type A"
3334,171,"Aviation regulated liquid, n.o.s."
3334,171,"Self-defense spray, non-"
3335,171,"Aviation regulated solid, n.o.s."
3336,130,"Mercaptan mixture, liquid,"
3336,130,"Mercaptans, liquid, flammable,"
3337,126,Refrigerant gas R-404A
3338,126,Refrigerant gas R-407A
3339,126,Refrigerant gas R-407B
3340,126,Refrigerant gas R-407C
3341,135,Thiourea dioxide
3342,135,Xanthates
3343,113,"Nitroglycerin mixture,"
3344,113,Pentaerythrite tetranitrate
3344,113,Pentaerythritol tetranitrate
3344,113,"PETN mixture, desensitized,"
3345,153,Phenoxyacetic acid derivative
3345,153,Phenoxyacetic acid derivative
3346,131,Phenoxyacetic acid derivative
3346,131,Phenoxyacetic acid derivative
3347,131,Phenoxyacetic acid derivative
3347,131,Phenoxyacetic acid derivative
3348,153,Phenoxyacetic acid derivative
3348,153,Phenoxyacetic acid derivative
3349,151,"Pyrethroid pesticide, solid,"
3349,151,"Pyrethroid pesticide, solid, toxic"
3350,131,"Pyrethroid pesticide, liquid,"
3350,131,"Pyrethroid pesticide, liquid,"
3351,131,"Pyrethroid pesticide, liquid,"
3352,151,"Pyrethroid pesticide, liquid,"
3352,151,"Pyrethroid pesticide, liquid,"
3354,115,"Insecticide gas, flammable,"
3355,119,"Insecticide gas, poisonous,"
3355,119,"Insecticide gas, poisonous,"
3355,119,"Insecticide gas, poisonous,"
3355,119,"Insecticide gas, poisonous,"
3355,119,"Insecticide gas, poisonous,"
3355,119,"Insecticide gas, toxic,"
3355,119,"Insecticide gas, toxic,"
3355,119,"Insecticide gas, toxic,"
3355,119,"Insecticide gas, toxic,"
3355,119,"Insecticide gas, toxic,"
3356,140,"Oxygen generator, chemical"
3356,140,"Oxygen generator, chemical,"
3357,113,"Nitroglycerin mixture,"
3358,115,"Refrigerating machines,"
3358,115,"Refrigerating machines,"
3359,171,Fumigated cargo transport unit
3360,133,"Fibers, vegetable, dry"
3360,133,"Fibres, vegetable, dry"
3361,156,"Chlorosilanes, poisonous,"
3361,156,"Chlorosilanes, toxic, corrosive,"
3362,155,"Chlorosilanes, poisonous,"
3362,155,"Chlorosilanes, toxic, corrosive,"
3363,171,Dangerous goods in apparatus
3363,171,Dangerous goods in articles
3363,171,Dangerous goods in machinery
3364,113,"Picric acid, wetted with not less"
3364,113,"Trinitrophenol, wetted with not"
3365,113,"Picryl chloride, wetted with not"
3365,113,"Trinitrochlorobenzene, wetted"
3366,113,"TNT, wetted with not less than"
3366,113,"Trinitrotoluene, wetted with not"
3367,113,"Trinitrobenzene, wetted with not"
3369,113,"Sodium dinitro-o-cresolate, wetted"
3370,113,"Urea nitrate, wetted with not"
3371,129,2-Methylbutanal
3373,158,"Biological substance,"
3374,116,"Acetylene, solvent free"
3375,140,Ammonium nitrate emulsion
3375,140,Ammonium nitrate gel
3375,140,Ammonium nitrate suspension
3376,113,"4-Nitrophenylhydrazine, with"
3377,140,Sodium perborate monohydrate
3378,140,Sodium carbonate
3379,113,"Desensitized explosive, liquid,"
3380,113,"Desensitized explosive, solid,"
3381,151,"Poisonous by inhalation liquid,"
3381,151,"Toxic by inhalation liquid, n.o.s."
3382,151,"Poisonous by inhalation liquid,"
3382,151,"Toxic by inhalation liquid, n.o.s."
3383,131,"Poisonous by inhalation liquid,"
3383,131,"Toxic by inhalation liquid,"
3384,131,"Poisonous by inhalation liquid,"
3384,131,"Toxic by inhalation liquid,"
3385,139,Poisonous by inhalation
3385,139,"Toxic by inhalation liquid,"
3386,139,Poisonous by inhalation
3386,139,"Toxic by inhalation liquid,"
3387,142,"Poisonous by inhalation liquid,"
3387,142,"Toxic by inhalation liquid,"
3388,142,"Poisonous by inhalation liquid,"
3388,142,"Toxic by inhalation liquid,"
3389,154,"Poisonous by inhalation liquid,"
3389,154,"Toxic by inhalation liquid,"
3390,154,"Poisonous by inhalation liquid,"
3390,154,"Toxic by inhalation liquid,"
3392,135,"Organometallic substance,"
3393,135,"Organometallic substance,"
3394,135,"Organometallic substance,"
3395,135,"Organometallic substance,"
3396,138,"Organometallic substance,"
3397,138,"Organometallic substance,"
3398,135,"Organometallic substance,"
3399,138,"Organometallic substance,"
3400,138,"Organometallic substance,"
3401,138,"Alkali metal amalgam, solid"
3402,138,"Alkaline earth metal amalgam,"
3403,138,"Potassium metal alloys, solid"
3404,138,"Potassium sodium alloys, solid"
3405,141,"Barium chlorate, solution"
3406,141,"Barium perchlorate, solution"
3407,140,Chlorate and magnesium
3408,141,"Lead perchlorate, solution"
3409,152,"Chloronitrobenzenes, liquid"
3410,153,4-Chloro-o-toluidine
3411,153,"beta-Naphthylamine, solution"
3411,153,"Naphthylamine (beta), solution"
3412,153,"Formic acid, with not less than"
3412,153,"Formic acid, with not less than"
3413,157,"Potassium cyanide, solution"
3414,157,"Sodium cyanide, solution"
3415,154,"Sodium fluoride, solution"
3416,153,"Chloroacetophenone, liquid"
3417,152,"Xylyl bromide, solid"
3418,151,"2,4-Toluenediamine, solution"
3418,151,"2,4-Toluylenediamine, solution"
3419,157,Boron trifluoride acetic acid
3420,157,Boron trifluoride propionic acid
3421,154,"Potassium hydrogen difluoride,"
3422,154,"Potassium fluoride, solution"
3423,153,Tetramethylammonium
3424,141,"Ammonium dinitro-o-cresolate,"
3425,156,"Bromoacetic acid, solid"
3426,153P,"Acrylamide, solution"
3427,153,"Chlorobenzyl chlorides, solid"
3428,156,3-Chloro-4-methylphenyl
3429,153,"Chlorotoluidines, liquid"
3430,153,"Xylenols, liquid"
3431,152,"Nitrobenzotrifluorides, solid"
3432,171,"PCB, solid"
3432,171,"Polychlorinated biphenyls, solid"
3434,153,"Nitrocresols, liquid3436 151 Hexafluoroacetone hydrate,"
3437,152,"Chlorocresols, solid"
3438,153,"alpha-Methylbenzyl alcohol,"
3438,153,"Methylbenzyl (alpha) alcohol,"
3439,151,"Nitriles, solid, poisonous, n.o.s."
3439,151,"Nitriles, solid, toxic, n.o.s."
3440,151,"Selenium compound, liquid,"
3441,153,"Chlorodinitrobenzenes, solid"
3442,153,"Dichloroanilines, solid"
3443,152,"Dinitrobenzenes, solid"
3444,151,"Nicotine hydrochloride, solid"
3445,151,"Nicotine sulfate, solid"
3445,151,"Nicotine sulphate, solid"
3446,152,"Nitrotoluenes, solid"
3447,152,"Nitroxylenes, solid"
3448,159,"Tear gas substance, solid,"
3449,159,"Bromobenzyl cyanides, solid"
3450,151,"Diphenylchloroarsine, solid"
3451,153,"Toluidines, solid"
3452,153,"Xylidines, solid"
3453,154,"Phosphoric acid, solid"
3454,152,"Dinitrotoluenes, solid"
3455,153,"Cresols, solid"
3456,157,"Nitrosylsulfuric acid, solid"
3456,157,"Nitrosylsulphuric acid, solid"
3457,152,"Chloronitrotoluenes, solid"
3458,152,"Nitroanisoles, solid"
3459,152,"Nitrobromobenzenes, solid"
3460,153,"N-Ethylbenzyltoluidines, solid"
3462,152,"Toxins, extracted from living"
3463,153,"Propionic acid, with not less"
3464,151,"Organophosphorus compound,"
3464,151,"Organophosphorus compound,"
3465,151,"Organoarsenic compound, solid,"
3466,151,"Metal carbonyls, solid, n.o.s."
3467,151,"Organometallic compound,"
3467,151,"Organometallic compound,"
3468,115,Hydrogen in a metal hydride
3468,115,Hydrogen in a metal hydride
3468,115,Hydrogen in a metal hydride
3469,132,"Paint, flammable, corrosive"
3469,132,"Paint related material,"
3470,132,"Paint, corrosive, flammable"
3470,132,"Paint related material,"
3471,154,"Hydrogendifluorides, solution,"
3472,153,"Crotonic acid, liquid"
3473,128,"Fuel cell cartridges, containing"
3473,128,Fuel cell cartridges contained
3473,128,Fuel cell cartridges packed
3475,127,"Ethanol and gasoline mixture,"
3475,127,Ethanol and motor spirit
3475,127,"Ethanol and petrol mixture, with"
3476,138,"Fuel cell cartridges, containing"
3476,138,Fuel cell cartridges contained in
3476,138,Fuel cell cartridges packed with
3477,153,"Fuel cell cartridges, containing"
3477,153,Fuel cell cartridges contained
3477,153,Fuel cell cartridges packed
3478,115,"Fuel cell cartridges, containing"
3478,115,Fuel cell cartridges contained
3478,115,Fuel cell cartridges packed
3479,115,"Fuel cell cartridges, containing"
3479,115,Fuel cell cartridges contained
3479,115,Fuel cell cartridges packed
3480,147,Lithium ion batteries (including
3481,147,Lithium ion batteries contained
3481,147,Lithium ion batteries packed
3482,138,"Alkali metal dispersion,"
3482,138,"Alkaline earth metal dispersion,"
3483,131,"Motor fuel anti-knock mixture,"
3484,132,"Hydrazine aqueous solution,"
3485,140,"Calcium hypochlorite, dry,"
3485,140,"Calcium hypochlorite mixture,"
3486,140,"Calcium hypochlorite mixture,"
3487,140,"Calcium hypochlorite, hydrated,"
3487,140,"Calcium hypochlorite, hydrated"
3488,131,"Poisonous by inhalation liquid,"
3488,131,"Toxic by inhalation liquid,"
3489,131,"Toxic by inhalation liquid,"
3490,155,"Poisonous by inhalation liquid,"
3490,155,"Toxic by inhalation liquid, water-"
3491,155,"Poisonous by inhalation liquid,"
3491,155,"Toxic by inhalation liquid, water-"
3492,131,"Poisonous by inhalation liquid,"
3492,131,"Toxic by inhalation liquid,"
3493,131,"Poisonous by inhalation liquid,"
3493,131,"Toxic by inhalation liquid,"
3494,131,"Petroleum sour crude oil,"
3494,131,"Petroleum sour crude oil,"
3495,154,Iodine
3496,171,"Batteries, nickel-metal hydride"
3497,133,Krill meal
3498,157,"Iodine monochloride, liquid"
3499,171,"Capacitor, electric double layer"
3500,126,"Chemical under pressure, n.o.s."
3501,115,"Chemical under pressure,"
3502,123,"Chemical under pressure,"
3502,123,"Chemical under pressure, toxic,"
3503,125,"Chemical under pressure,"
3504,119,"Chemical under pressure,"
3504,119,"Chemical under pressure,"
3505,118,"Chemical under pressure,"
3506,172,Mercury contained in
3507,166,"Uranium hexafluoride,"
3508,171,"Capacitor, asymmetric"
3509,171,"Packagings discarded, empty,"
3510,174,"Adsorbed gas, flammable, n.o.s."
3511,174,"Adsorbed gas, n.o.s."
3512,173,"Adsorbed gas, poisonous, n.o.s."
3512,173,"Adsorbed gas, poisonous, n.o.s."
3512,173,"Adsorbed gas, poisonous, n.o.s."
3512,173,"Adsorbed gas, poisonous, n.o.s."
3512,173,"Adsorbed gas, poisonous, n.o.s."
3512,173,"Adsorbed gas, toxic, n.o.s."
3512,173,"Adsorbed gas, toxic, n.o.s."
3512,173,"Adsorbed gas, toxic, n.o.s."
3512,173,"Adsorbed gas, toxic, n.o.s."
3513,174,"Adsorbed gas, oxidizing, n.o.s."
3514,173,"Adsorbed gas, poisonous,"
3514,173,"Adsorbed gas, poisonous,"
3514,173,"Adsorbed gas, poisonous,"
3514,173,"Adsorbed gas, poisonous,"
3514,173,"Adsorbed gas, poisonous,"
3514,173,"Adsorbed gas, toxic, flammable,"
3514,173,"Adsorbed gas, toxic, flammable,"
3514,173,"Adsorbed gas, toxic, flammable,"
3514,173,"Adsorbed gas, toxic, flammable,"
3514,173,"Adsorbed gas, toxic, flammable,"
3515,173,"Adsorbed gas, poisonous,"
3515,173,"Adsorbed gas, poisonous,"
3515,173,"Adsorbed gas, poisonous,"
3515,173,"Adsorbed gas, poisonous,"
3515,173,"Adsorbed gas, poisonous,"
3515,173,"Adsorbed gas, toxic, oxidizing,"
3515,173,"Adsorbed gas, toxic, oxidizing,"
3515,173,"Adsorbed gas, toxic, oxidizing,"
3515,173,"Adsorbed gas, toxic, oxidizing,"
3515,173,"Adsorbed gas, toxic, oxidizing,"
3516,173,"Adsorbed gas, poisonous,"
3516,173,"Adsorbed gas, poisonous,"
3516,173,"Adsorbed gas, poisonous,"
3516,173,"Adsorbed gas, poisonous,"
3516,173,"Adsorbed gas, poisonous,"
3516,173,"Adsorbed gas, toxic, corrosive,"
3516,173,"Adsorbed gas, toxic, corrosive,"
3516,173,"Adsorbed gas, toxic, corrosive,"
3516,173,"Adsorbed gas, toxic, corrosive,"
3517,173,"Adsorbed gas, poisonous,"
3517,173,"Adsorbed gas, poisonous,"
3517,173,"Adsorbed gas, poisonous,"
3517,173,"Adsorbed gas, poisonous,"
3517,173,"Adsorbed gas, poisonous,"
3517,173,"Adsorbed gas, toxic, flammable,"
3517,173,"Adsorbed gas, toxic, flammable,"
3517,173,"Adsorbed gas, toxic, flammable,"
3517,173,"Adsorbed gas, toxic, flammable,"
3517,173,"Adsorbed gas, toxic, flammable,"
3518,173,"Adsorbed gas, poisonous,"
3518,173,"Adsorbed gas, poisonous,"
3518,173,"Adsorbed gas, poisonous,"
3518,173,"Adsorbed gas, poisonous,"
3518,173,"Adsorbed gas, poisonous,"
3518,173,"Adsorbed gas, toxic, oxidizing,"
3518,173,"Adsorbed gas, toxic, oxidizing,"
3518,173,"Adsorbed gas, toxic, oxidizing,"
3518,173,"Adsorbed gas, toxic, oxidizing,"
3518,173,"Adsorbed gas, toxic, oxidizing,"
3519,173,"Boron trifluoride, adsorbed"
3520,173,"Chlorine, adsorbed"
3521,173,"Silicon tetrafluoride, adsorbed"
3522,173,"Arsine, adsorbed"
3523,173,"Germane, adsorbed"
3524,173,"Phosphorus pentafluoride,"
3525,173,"Phosphine, adsorbed"
3526,173,"Hydrogen selenide, adsorbed"
3527,128P,"Polyester resin kit, solid base"
3528,128,"Engine, fuel cell, flammable"
3528,128,"Engine, internal combustion,"
3528,128,"Machinery, fuel cell, flammable"
3529,115,"Engine, fuel cell, flammable gas"
3529,115,"Engine, internal combustion,"
3529,115,"Machinery, fuel cell, flammable"
3529,115,"Machinery, internal combustion,"
3530,171,"Engine, internal combustion"
3530,171,"Machinery, internal combustion"
3531,149P,"Polymerizing substance, solid,"
3532,149P,"Polymerizing substance, liquid,"
3533,150P,"Polymerizing substance, solid,"
3534,150P,"Polymerizing substance, liquid,"
3535,134,"Toxic solid, flammable,"
3536,147,Lithium batteries installed in
3536,138,Lithium batteries installed in
3537,115,Articles containing flammable
3538,120,Articles containing non-
3539,123,"Articles containing toxic gas,"
3540,127,Articles containing flammable
3541,133,Articles containing flammable
3542,135,Articles containing a substance
3543,138,Articles containing a substance
3544,140,Articles containing oxidizing
3545,145,Articles containing organic
3546,151,Articles containing toxic
3547,154,Articles containing corrosive
3548,171,Articles containing
3549,158,"Medical waste, category A,"
3549,158,"Medical waste, category A,"
3550,151,Cobalt dihydroxide powder
3551,147,Sodium ion batteries
3552,147,Sodium ion batteries contained
3552,147,Sodium ion batteries packed
3553,116,Disilane
3554,172,Gallium contained in
3555,113,Trifluoromethyltetrazole-sodium
3556,147,"Vehicle, lithium ion battery"
3557,138,"Vehicle, lithium metal battery"
3558,147,"Vehicle, sodium ion battery"
3559,171,Fire suppressant dispersing
8000,171,Consumer commodity
9035,123,Gas identification set
9191,143,"Chlorine dioxide, hydrate,"
9202,168,"Carbon monoxide, refrigerated"
9206,137,Methyl phosphonic dichloride
9260,169,"Aluminum, molten"
9263,156,Chloropivaloyl chloride
9264,151,"3,5-Dichloro-2,4,6-"
9269,132,Trimethoxysilane
